file_name	object_location	file_size	md5_hash	public_url
gencode.v19.transcripts.patched_contigs.gtf.gz	gs://gtex_analysis_v6/reference/gencode.v19.transcripts.patched_contigs.gtf.gz	37.83 MiB	00469e2d11306f83334ceb9b13e9efdc	https://storage.googleapis.com/gtex_analysis_v6/reference/gencode.v19.transcripts.patched_contigs.gtf.gz
GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_fraccov.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_fraccov.txt.gz	821.85 MiB	0047be947b0ca982e421ce3d3a53da4d	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_fraccov.txt.gz
GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_reads.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_reads.txt.gz	1.43 GiB	42bed2c11f5afc925c908a5098546954	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_intron_reads.txt.gz
GTEx_Analysis_v6_RNA-seq_Flux1.6_junction_reads.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_junction_reads.txt.gz	1.77 GiB	15458733efb8f8d8ee0ae2cc7c9f2ff6	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_junction_reads.txt.gz
GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_reads.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_reads.txt.gz	2.78 GiB	362866b88e0a5b824290f1c39b9106cc	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_reads.txt.gz
GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_rpkm.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_rpkm.txt.gz	2.47 GiB	6ba0a023eb22f07ada0ca0130ffb5067	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_Flux1.6_transcript_rpkm.txt.gz
GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz	3.65 GiB	07c09f9d8783d769cf5ee9cccfb2e2db	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz
GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz	4.5 MiB	aa3f66332900f51db886f072004aa6d3	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_median_rpkm.gct.gz
GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	358.14 MiB	2092f8d7b9f601939be94bc9392f654f	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz
GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	gs://gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	1.84 GiB	c4577d34835ce2982a2595850b85c134	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz
description.txt	gs://gtex_analysis_v6/rna_seq_data/description.txt	655 B	6b693c6b74d84c506576f3abc1c0e367	https://storage.googleapis.com/gtex_analysis_v6/rna_seq_data/description.txt
GTEx_Analysis_V6_all-snp-gene-associations.tar	gs://gtex_large_files/all_snp_gene_associations/GTEx_Analysis_V6_all-snp-gene-associations.tar	92.95 GiB	fe974efcbd1bb3de1b5719583685f0c2	https://storage.cloud.google.com/gtex_large_files/all_snp_gene_associations/GTEx_Analysis_V6_all-snp-gene-associations.tar
GTEx_Analysis_V6_eQTLInputFiles_covariates.tar.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLInputFiles_covariates.tar.gz	1.66 MiB	c58163df44ba4aee2c49d856bbbbebac	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLInputFiles_covariates.tar.gz
GTEx_Analysis_V6_eQTLInputFiles_geneLevelNormalizedExpressionMatrices.tar.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLInputFiles_geneLevelNormalizedExpressionMatrices.tar.gz	392.44 MiB	7a10b2eb09d88297848b67852581ef00	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLInputFiles_geneLevelNormalizedExpressionMatrices.tar.gz
GTEx_Analysis_V6_eQTLs.tar.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLs.tar.gz	1.25 GiB	8049053dcc63715f10fc8ef83058a12a	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/GTEx_Analysis_V6_eQTLs.tar.gz
README.eqtls	gs://gtex_analysis_v6/single_tissue_eqtl_data/README.eqtls	4.64 KiB	3a5fe8fb13f7cc45bc2fc68d4a160558	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/README.eqtls
Adipose_Subcutaneous_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Subcutaneous_Analysis_cis-eQTLs.txt.gz	2.87 GiB	615ca0fa5a749e867aad61208a3e55e8	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Subcutaneous_Analysis_cis-eQTLs.txt.gz
Adipose_Visceral_Omentum_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Visceral_Omentum_Analysis_cis-eQTLs.txt.gz	2.32 GiB	40591e642cf821d521fe143e547a48d9	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adipose_Visceral_Omentum_Analysis_cis-eQTLs.txt.gz
Adrenal_Gland_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adrenal_Gland_Analysis_cis-eQTLs.txt.gz	1.96 GiB	da6fd3d8d50851892da3a0982658b7cd	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Adrenal_Gland_Analysis_cis-eQTLs.txt.gz
Artery_Aorta_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Aorta_Analysis_cis-eQTLs.txt.gz	2.23 GiB	6adbdc44b2022b02af2652b8ff1d45f6	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Aorta_Analysis_cis-eQTLs.txt.gz
Artery_Coronary_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Coronary_Analysis_cis-eQTLs.txt.gz	1.93 GiB	34c35840b9579520264ebf85cd23d914	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Coronary_Analysis_cis-eQTLs.txt.gz
Artery_Tibial_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Tibial_Analysis_cis-eQTLs.txt.gz	2.62 GiB	4b79b6d606a9b8d2b207a3f53697c04d	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Artery_Tibial_Analysis_cis-eQTLs.txt.gz
Brain_Anterior_cingulate_cortex_BA24_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Anterior_cingulate_cortex_BA24_Analysis_cis-eQTLs.txt.gz	1.49 GiB	49481de8c9996db28ba20916a10df78f	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Anterior_cingulate_cortex_BA24_Analysis_cis-eQTLs.txt.gz
Brain_Caudate_basal_ganglia_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Caudate_basal_ganglia_Analysis_cis-eQTLs.txt.gz	1.83 GiB	87b7d8649111ad2376c43261354fc6d4	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Caudate_basal_ganglia_Analysis_cis-eQTLs.txt.gz
Brain_Cerebellar_Hemisphere_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellar_Hemisphere_Analysis_cis-eQTLs.txt.gz	1.68 GiB	29dd1d6252156a54c9c84088b6f8cbec	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellar_Hemisphere_Analysis_cis-eQTLs.txt.gz
Brain_Cerebellum_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellum_Analysis_cis-eQTLs.txt.gz	1.83 GiB	73b68b73f75b08d828a5e62c245586eb	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cerebellum_Analysis_cis-eQTLs.txt.gz
Brain_Cortex_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cortex_Analysis_cis-eQTLs.txt.gz	1.8 GiB	0b8c868443e762b5791bb64cd7216f5d	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Cortex_Analysis_cis-eQTLs.txt.gz
Brain_Frontal_Cortex_BA9_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Frontal_Cortex_BA9_Analysis_cis-eQTLs.txt.gz	1.72 GiB	664b74135a598556cd0ccc3aea1d8b41	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Frontal_Cortex_BA9_Analysis_cis-eQTLs.txt.gz
Brain_Hippocampus_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hippocampus_Analysis_cis-eQTLs.txt.gz	1.62 GiB	e1c94985476456f01d5684107581b39e	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hippocampus_Analysis_cis-eQTLs.txt.gz
Brain_Hypothalamus_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hypothalamus_Analysis_cis-eQTLs.txt.gz	1.65 GiB	e91bc192e10cd3d6de94bc88741be2bb	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Hypothalamus_Analysis_cis-eQTLs.txt.gz
Brain_Nucleus_accumbens_basal_ganglia_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Nucleus_accumbens_basal_ganglia_Analysis_cis-eQTLs.txt.gz	1.76 GiB	649bbe2443e74a1619b0a3b42bb619f0	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Nucleus_accumbens_basal_ganglia_Analysis_cis-eQTLs.txt.gz
Brain_Putamen_basal_ganglia_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Putamen_basal_ganglia_Analysis_cis-eQTLs.txt.gz	1.6 GiB	68ea83aa165cb9b8d509112127db0aa1	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Brain_Putamen_basal_ganglia_Analysis_cis-eQTLs.txt.gz
Breast_Mammary_Tissue_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Breast_Mammary_Tissue_Analysis_cis-eQTLs.txt.gz	2.48 GiB	0e37e521a9e3675e78f249b4dd1ab1da	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Breast_Mammary_Tissue_Analysis_cis-eQTLs.txt.gz
Cells_EBV-transformed_lymphocytes_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Cells_EBV-transformed_lymphocytes_Analysis_cis-eQTLs.txt.gz	1.8 GiB	27b5fe8dd1783e7c4050caa36ee6210f	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Cells_EBV-transformed_lymphocytes_Analysis_cis-eQTLs.txt.gz
Cells_Transformed_fibroblasts_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Cells_Transformed_fibroblasts_Analysis_cis-eQTLs.txt.gz	2.46 GiB	2f90fca931203ab15ea8b03a4c275557	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Cells_Transformed_fibroblasts_Analysis_cis-eQTLs.txt.gz
Colon_Sigmoid_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Sigmoid_Analysis_cis-eQTLs.txt.gz	1.88 GiB	ae7992effb6d1d99abb59509c4245dc2	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Sigmoid_Analysis_cis-eQTLs.txt.gz
Colon_Transverse_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Transverse_Analysis_cis-eQTLs.txt.gz	2.31 GiB	c9406a919ab18579909885a9f5188abe	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Colon_Transverse_Analysis_cis-eQTLs.txt.gz
Esophagus_Gastroesophageal_Junction_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Gastroesophageal_Junction_Analysis_cis-eQTLs.txt.gz	1.89 GiB	f7a4d85a3c3de5f180b8f009cf2e89a0	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Gastroesophageal_Junction_Analysis_cis-eQTLs.txt.gz
Esophagus_Mucosa_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Mucosa_Analysis_cis-eQTLs.txt.gz	2.45 GiB	7cb7fa0c68881d9366ce3d93634a8ce2	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Mucosa_Analysis_cis-eQTLs.txt.gz
Esophagus_Muscularis_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Muscularis_Analysis_cis-eQTLs.txt.gz	2.34 GiB	30c53964f48a34d07645c6cbba3aa98a	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Esophagus_Muscularis_Analysis_cis-eQTLs.txt.gz
Heart_Atrial_Appendage_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Atrial_Appendage_Analysis_cis-eQTLs.txt.gz	2.07 GiB	6f67d62dc86858f635533ca419b95e4e	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Atrial_Appendage_Analysis_cis-eQTLs.txt.gz
Heart_Left_Ventricle_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Left_Ventricle_Analysis_cis-eQTLs.txt.gz	2.07 GiB	ec25e352046d319f8e465b29f0228f23	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Heart_Left_Ventricle_Analysis_cis-eQTLs.txt.gz
Liver_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Liver_Analysis_cis-eQTLs.txt.gz	1.62 GiB	af4a1355d7e697145ea390df419d38fa	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Liver_Analysis_cis-eQTLs.txt.gz
Lung_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Lung_Analysis_cis-eQTLs.txt.gz	2.88 GiB	2be98a886b281fa9d85b9c2d08588cc5	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Lung_Analysis_cis-eQTLs.txt.gz
Muscle_Skeletal_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Muscle_Skeletal_Analysis_cis-eQTLs.txt.gz	2.67 GiB	9433fda99de51ef0c7b9d77d78729d57	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Muscle_Skeletal_Analysis_cis-eQTLs.txt.gz
Nerve_Tibial_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Nerve_Tibial_Analysis_cis-eQTLs.txt.gz	2.83 GiB	dd69b1697de3f3eff42a7c565cbf4722	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Nerve_Tibial_Analysis_cis-eQTLs.txt.gz
Ovary_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Ovary_Analysis_cis-eQTLs.txt.gz	1.71 GiB	c9d36d50bb3f8f6b82317f705a10e5ed	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Ovary_Analysis_cis-eQTLs.txt.gz
Pancreas_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Pancreas_Analysis_cis-eQTLs.txt.gz	2.02 GiB	b904ed67ef9508ea16269c496ea632c3	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Pancreas_Analysis_cis-eQTLs.txt.gz
Pituitary_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Pituitary_Analysis_cis-eQTLs.txt.gz	1.8 GiB	4bd1bdd29eb476f30cbe1d94e773793b	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Pituitary_Analysis_cis-eQTLs.txt.gz
Prostate_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Prostate_Analysis_cis-eQTLs.txt.gz	1.84 GiB	e4fc177f4451460e45f8c825e890c9c7	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Prostate_Analysis_cis-eQTLs.txt.gz
Skin_Not_Sun_Exposed_Suprapubic_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Not_Sun_Exposed_Suprapubic_Analysis_cis-eQTLs.txt.gz	2.47 GiB	799c6a7f895870dcf86795935c48db04	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Not_Sun_Exposed_Suprapubic_Analysis_cis-eQTLs.txt.gz
Skin_Sun_Exposed_Lower_leg_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Sun_Exposed_Lower_leg_Analysis_cis-eQTLs.txt.gz	2.9 GiB	801694c1b1ba6d6ad4392f59ccbad9eb	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Skin_Sun_Exposed_Lower_leg_Analysis_cis-eQTLs.txt.gz
Small_Intestine_Terminal_Ileum_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Small_Intestine_Terminal_Ileum_Analysis_cis-eQTLs.txt.gz	1.69 GiB	44c9cb272e85b148ef870c3a5065c04c	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Small_Intestine_Terminal_Ileum_Analysis_cis-eQTLs.txt.gz
Spleen_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Spleen_Analysis_cis-eQTLs.txt.gz	1.79 GiB	0686e2495f2464b736dc1244cca93265	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Spleen_Analysis_cis-eQTLs.txt.gz
Stomach_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Stomach_Analysis_cis-eQTLs.txt.gz	2.27 GiB	3652e55913402bcf852de6c3e3a179db	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Stomach_Analysis_cis-eQTLs.txt.gz
Testis_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Testis_Analysis_cis-eQTLs.txt.gz	3.01 GiB	ddff6f17db7f1b2fd9c23a277abf6ab1	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Testis_Analysis_cis-eQTLs.txt.gz
Thyroid_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Thyroid_Analysis_cis-eQTLs.txt.gz	2.9 GiB	d7953560d170ec86e37d55c25c63fcc7	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Thyroid_Analysis_cis-eQTLs.txt.gz
Uterus_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Uterus_Analysis_cis-eQTLs.txt.gz	1.55 GiB	2b1a31d04033b99b945760c067d95a69	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Uterus_Analysis_cis-eQTLs.txt.gz
Vagina_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Vagina_Analysis_cis-eQTLs.txt.gz	1.7 GiB	e00ead172b3e7c576366813a18a0017b	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Vagina_Analysis_cis-eQTLs.txt.gz
Whole_Blood_Analysis_cis-eQTLs.txt.gz	gs://gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Whole_Blood_Analysis_cis-eQTLs.txt.gz	2.65 GiB	734a44907f74a83f362b37359cc536b9	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/all_snp_gene_associations/Whole_Blood_Analysis_cis-eQTLs.txt.gz
description.txt	gs://gtex_analysis_v6/single_tissue_eqtl_data/description.txt	677 B	b73ab7510ad8d7eaa046606b11bb13cd	https://storage.googleapis.com/gtex_analysis_v6/single_tissue_eqtl_data/description.txt
GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites.vcf.gz	gs://gtex_analysis_v6/structural_variant_data/GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites.vcf.gz	4.82 MiB	3f2b5379719f23eb200f368a894632a7	https://storage.googleapis.com/gtex_analysis_v6/structural_variant_data/GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites.vcf.gz
GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites_only_README.txt	gs://gtex_analysis_v6/structural_variant_data/GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites_only_README.txt	6.46 KiB	102c5a543cbfedbf3c14bd311ee808cd	https://storage.googleapis.com/gtex_analysis_v6/structural_variant_data/GTEx_Analysis_2016-10-24_WholeGenomeSeq_147Indiv_SV_sites_only_README.txt
README_SV_eQTL.txt	gs://gtex_analysis_v6/structural_variant_data/README_SV_eQTL.txt	2.41 KiB	bb45be0e4afb9ed5aceaebebcc4b79c8	https://storage.googleapis.com/gtex_analysis_v6/structural_variant_data/README_SV_eQTL.txt
supp_table.02.SV_eQTL.xlsx	gs://gtex_analysis_v6/structural_variant_data/supp_table.02.SV_eQTL.xlsx	6.9 MiB	ecece5af00f37a17002269e0492a0c5e	https://storage.googleapis.com/gtex_analysis_v6/structural_variant_data/supp_table.02.SV_eQTL.xlsx
GTEx_Data_V4_Annotations_SampleAttributesDD.xlsx	gs://gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleAttributesDD.xlsx	31.72 KiB	8373bda5c4059e9e7b6dc34184a0c845	https://storage.googleapis.com/gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleAttributesDD.xlsx
GTEx_Data_V4_Annotations_SampleAttributesDS.txt	gs://gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleAttributesDS.txt	2.18 MiB	d4e3700a9d52ceb008e5e8f7b6b0a17c	https://storage.googleapis.com/gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleAttributesDS.txt
GTEx_Data_V4_Annotations_SampleCounts.txt	gs://gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleCounts.txt	1.33 KiB	313b46c902998cf355b436f1f4adda26	https://storage.googleapis.com/gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SampleCounts.txt
GTEx_Data_V4_Annotations_SubjectPhenotypes_DD.xlsx	gs://gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SubjectPhenotypes_DD.xlsx	21.69 KiB	ad5b5e461037c7ab14d920941ab0b821	https://storage.googleapis.com/gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SubjectPhenotypes_DD.xlsx
GTEx_Data_V4_Annotations_SubjectPhenotypes_DS.txt	gs://gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SubjectPhenotypes_DS.txt	5.43 KiB	22bb76bb045ad9571ed461d60450d397	https://storage.googleapis.com/gtex_analysis_v4/annotations/GTEx_Data_V4_Annotations_SubjectPhenotypes_DS.txt
